Generations:
31: ((9, 0, 5, 4, 7, 8, 6, 3, 2, 1), 755)
32: ((9, 0, 5, 4, 7, 8, 6, 3, 2, 1), 755)
33: ((9, 0, 5, 4, 7, 8, 6, 3, 2, 1), 755)
34: ((9, 0, 5, 4, 7, 8, 6, 3, 2, 1), 755)
35: ((9, 0, 5, 4, 7, 8, 6, 3, 2, 1), 755)
36: ((9, 0, 5, 4, 8, 7, 6, 3, 2, 1), 755)
37: ((9, 0, 5, 4, 8, 7, 6, 3, 2, 1), 755)
38: ((9, 0, 5, 4, 8, 7, 6, 3, 2, 1), 755)
39: ((9, 0, 5, 4, 8, 7, 6, 3, 2, 1), 755)
40: ((9, 0, 5, 4, 8, 7, 6, 3, 2, 1), 755)
41: ((9, 0, 5, 4, 8, 7, 6, 3, 2, 1), 755)
42: ((9, 0, 5, 4, 8, 7, 6, 3, 2, 1), 755)
43: ((9, 0, 5, 4, 8, 7, 6, 3, 2, 1), 755)
44: ((9, 0, 5, 4, 8, 7, 6, 3, 2, 1), 755)
45: ((9, 0, 5, 4, 8, 7, 6, 3, 2, 1), 755)
46: ((9, 0, 5, 4, 8, 7, 6, 3, 2, 1), 755)
47: ((9, 0, 5, 4, 8, 7, 6, 3, 2, 1), 755)
48: ((9, 0, 5, 4, 8, 7, 6, 3, 2, 1), 755)
49: ((9, 0, 5, 4, 8, 2, 6, 3, 7, 1), 759)
50: ((9, 0, 5, 4, 8, 2, 6, 3, 7, 1), 759)
51: ((9, 0, 5, 4, 8, 7, 6, 3, 1, 2), 759)
52: ((9, 0, 5, 4, 8, 7, 6, 3, 1, 2), 759)
53: ((5, 9, 1, 4, 8, 7, 6, 3, 2, 0), 755)
54: ((5, 9, 1, 4, 8, 7, 6, 3, 2, 0), 755)
55: ((5, 9, 1, 4, 8, 7, 6, 3, 2, 0), 755)
56: ((5, 9, 1, 4, 8, 7, 6, 3, 2, 0), 755)
57: ((5, 9, 1, 4, 8, 7, 6, 3, 2, 0), 755)
58: ((5, 9, 1, 4, 8, 7, 6, 3, 2, 0), 755)
59: ((5, 9, 1, 4, 8, 7, 6, 3, 2, 0), 755)
60: ((9, 0, 5, 7, 4, 8, 6, 3, 2, 1), 758)
61: ((9, 0, 5, 4, 2, 8, 6, 7, 3, 1), 755)
62: ((9, 0, 5, 4, 8, 2, 6, 7, 3, 1), 755)
63: ((9, 0, 5, 4, 8, 2, 6, 7, 3, 1), 755)
64: ((9, 0, 5, 4, 8, 6, 2, 3, 7, 1), 755)
65: ((9, 0, 5, 4, 8, 6, 2, 3, 7, 1), 759)
66: ((9, 0, 5, 4, 8, 6, 3, 7, 2, 1), 755)
67: ((9, 0, 5, 4, 8, 6, 3, 7, 2, 1), 755)
68: ((9, 0, 5, 4, 8, 6, 3, 7, 2, 1), 755)
69: ((9, 0, 5, 4, 8, 6, 3, 7, 2, 1), 755)
70: ((9, 0, 5, 4, 8, 6, 3, 7, 2, 1), 755)
71: ((9, 0, 5, 4, 8, 6, 3, 7, 2, 1), 755)
72: ((9, 0, 5, 4, 8, 6, 3, 7, 2, 1), 755)
73: ((9, 0, 5, 4, 8, 6, 3, 7, 2, 1), 755)
74: ((9, 0, 5, 4, 8, 6, 3, 7, 2, 1), 755)
75: ((9, 0, 5, 4, 8, 6, 3, 7, 2, 1), 755)
76: ((9, 0, 5, 4, 8, 6, 3, 7, 2, 1), 755)
77: ((9, 0, 5, 7, 4, 8, 2, 6, 3, 1), 755)
78: ((9, 0, 5, 7, 4, 8, 2, 6, 3, 1), 755)
79: ((9, 0, 5, 4, 8, 7, 6, 2, 3, 1), 755)
80: ((9, 0, 5, 4, 8, 7, 6, 2, 3, 1), 755)
81: ((9, 0, 5, 4, 8, 7, 6, 2, 3, 1), 755)
82: ((9, 0, 5, 4, 8, 7, 6, 2, 3, 1), 755)
83: ((9, 0, 5, 4, 8, 7, 6, 2, 3, 1), 755)
84: ((9, 0, 5, 4, 8, 7, 6, 2, 3, 1), 755)
85: ((9, 0, 5, 4, 8, 7, 6, 2, 3, 1), 755)
86: ((9, 0, 5, 4, 8, 7, 6, 2, 3, 1), 755)
87: ((9, 0, 5, 4, 8, 7, 6, 2, 3, 1), 755)
88: ((9, 0, 5, 4, 8, 7, 6, 2, 3, 1), 755)
89: ((5, 9, 4, 8, 7, 6, 3, 2, 1, 0), 755)
90: ((5, 9, 4, 8, 7, 6, 3, 2, 1, 0), 755)
91: ((9, 0, 5, 7, 4, 8, 2, 6, 3, 1), 755)
92: ((9, 0, 5, 7, 4, 8, 2, 6, 3, 1), 755)
93: ((9, 0, 5, 7, 4, 8, 2, 6, 3, 1), 755)
94: ((9, 0, 5, 7, 4, 8, 2, 6, 3, 1), 755)
95: ((9, 0, 5, 7, 4, 8, 2, 6, 3, 1), 755)
96: ((9, 0, 5, 7, 4, 8, 2, 6, 3, 1), 755)
97: ((9, 0, 5, 7, 4, 8, 2, 6, 3, 1), 755)
Best: ((5, 9, 4, 8, 1, 7, 6, 2, 3, 0), 755)
Runtime: 181.1821263 s
