Generations:
73: ((7, 9, 6, 5, 1, 4, 0, 2, 8, 3), 565)
74: ((7, 6, 9, 1, 5, 4, 0, 8, 3, 2), 564)
75: ((7, 6, 9, 1, 5, 4, 0, 8, 3, 2), 564)
76: ((7, 9, 6, 5, 1, 4, 0, 2, 8, 3), 565)
77: ((7, 9, 6, 5, 1, 4, 0, 2, 8, 3), 565)
78: ((7, 9, 1, 6, 5, 0, 4, 3, 2, 8), 560)
79: ((7, 9, 1, 6, 5, 0, 4, 3, 2, 8), 560)
80: ((7, 9, 1, 6, 5, 0, 4, 3, 2, 8), 560)
81: ((7, 9, 1, 6, 5, 0, 4, 3, 2, 8), 560)
82: ((7, 9, 1, 6, 5, 0, 4, 3, 2, 8), 560)
83: ((7, 9, 1, 6, 5, 0, 4, 3, 2, 8), 560)
84: ((7, 9, 1, 6, 5, 0, 4, 3, 2, 8), 560)
85: ((7, 9, 1, 6, 5, 0, 4, 3, 2, 8), 560)
86: ((7, 9, 1, 6, 5, 0, 4, 3, 2, 8), 560)
87: ((7, 9, 1, 6, 5, 0, 4, 3, 2, 8), 560)
88: ((7, 9, 1, 6, 5, 0, 4, 3, 2, 8), 560)
89: ((7, 9, 1, 6, 5, 0, 4, 3, 2, 8), 560)
90: ((7, 9, 1, 6, 5, 0, 4, 3, 2, 8), 560)
91: ((1, 7, 6, 5, 4, 8, 9, 3, 2, 0), 566)
92: ((7, 9, 6, 1, 5, 4, 0, 8, 2, 3), 560)
93: ((7, 9, 6, 1, 5, 4, 0, 8, 2, 3), 560)
94: ((7, 9, 6, 1, 5, 4, 0, 8, 2, 3), 560)
95: ((1, 7, 6, 5, 4, 8, 0, 3, 2, 9), 563)
96: ((1, 7, 6, 5, 4, 8, 0, 3, 2, 9), 563)
97: ((1, 7, 6, 5, 4, 8, 0, 3, 2, 9), 563)
Best: ((7, 9, 1, 6, 5, 0, 4, 3, 2, 8), 560)
Runtime: 507.0829182 s
