Generations:
12: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
13: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
14: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
15: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
16: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
17: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
18: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
19: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
20: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
21: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
22: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
23: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
24: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
25: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
26: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
27: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
28: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
29: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
30: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
31: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
32: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
33: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
34: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
35: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
36: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
37: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
38: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
39: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
40: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
41: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
42: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
43: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
44: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
45: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
46: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
47: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
48: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
49: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
50: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
51: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
52: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
53: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
54: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
55: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
56: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
57: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
58: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
59: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
60: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
61: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
62: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
63: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
64: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
65: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
66: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
67: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
68: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
69: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
70: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
71: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
72: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
73: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
74: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
75: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
76: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
77: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
78: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
79: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
80: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
81: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
82: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
83: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
84: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
85: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
86: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
87: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
88: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
89: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
90: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
91: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
92: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
93: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
94: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
95: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
Best: ((4, 17, 23, 16, 9, 1, 2, 8, 13, 3, 7, 14, 20, 15, 0, 22, 21, 24, 10, 19, 6, 12, 18, 11, 5), 1218)
Runtime: 21.9436541 s
